CustomerKey,Customer Code,Name,Education,Occupation
18392,29391,"Chandra, Ebony",Bachelors,Professional
18400,29399,"Gomez, Janet",Bachelors,Professional
18401,29400,"Browning, Marvin",Bachelors,Skilled Manual
18404,29403,"Romero, Erik",Bachelors,Skilled Manual
14803,25802,"He, Clayton",Partial College,Management
12758,23757,"Roberts, James",Partial High School,Manual
16925,27924,"He, Jeffery",Partial College,Professional
16931,27930,"Sharma, Clarence",Partial College,Professional
16932,27931,"Patel, Tabitha",Partial College,Professional
16933,27932,"Diaz, Leslie",Partial College,Professional
5285,16284,"Perez, Troy",High School,Manual
5291,16290,"Nath, Russell",Partial College,Clerical
5270,16269,"Nath, Tara",Bachelors,Skilled Manual
5272,16271,"Gutierrez, Michele",High School,Manual
5275,16274,"Diaz, Ross",Partial High School,Manual
5277,16276,"Carlson, Brandi",High School,Manual
5279,16278,"Turner, Angel",Partial College,Manual
5280,16279,"Patterson, Victoria",Partial High School,Manual
19053,CS586,Unknown,Unknown,Unknown
12756,23755,"Wu, Louis",Partial High School,Manual
5271,16270,"Hernandez, Jerome",Bachelors,Skilled Manual
5300,16299,"Tang, Alison",High School,Manual
17742,28741,"Dominguez, Bruce",Bachelors,Skilled Manual
17753,28752,"Subram, Andre",Partial College,Clerical
17890,28889,"Beck, Alison",Bachelors,Management
18399,29398,"Suri, Bruce",Bachelors,Professional
17608,28607,"Sharma, Hunter",Partial High School,Clerical
17611,28610,"Bailey, Jacqueline",High School,Skilled Manual
17612,28611,"Alexander, Christian",High School,Skilled Manual
17613,28612,"Roberts, Gabriel",High School,Skilled Manual
13300,24299,"Gray, Andrea",Partial College,Professional
13309,24308,"Sanders, Destiny",Bachelors,Management
13313,24312,"Martin, Austin",Partial College,Professional
13314,24313,"Brooks, Taylor",Partial College,Professional
13320,24319,"Clark, Benjamin",Partial High School,Skilled Manual
13321,24320,"White, Joshua",Partial High School,Skilled Manual
715,11714,"Long, Alexandria",Partial College,Skilled Manual
716,11715,"Robinson, Chloe",Partial College,Skilled Manual
717,11716,"Kelly, Evan",High School,Skilled Manual
718,11717,"Jones, Marcus",Partial College,Skilled Manual
721,11720,"Morris, Morgan",High School,Skilled Manual
722,11721,"Alexander, Jennifer",High School,Skilled Manual
723,11722,"Hughes, Julian",Partial College,Skilled Manual
726,11725,"Li, Jose",Partial College,Skilled Manual
727,11726,"Liang, Micah",Partial College,Skilled Manual
728,11727,"Taylor, Benjamin",Graduate Degree,Professional
730,11729,"Campbell, Caleb",Partial College,Skilled Manual
731,11730,"Torres, Emma",Partial College,Skilled Manual
17615,28614,"Jenkins, Luis",Partial High School,Clerical
7776,18775,"Bell, Andrea",High School,Skilled Manual
7782,18781,"Lewis, Hunter",Bachelors,Management
7783,18782,"Reed, Patrick",Bachelors,Management
7784,18783,"Martin, Michael",Bachelors,Management
7785,18784,"Brooks, Trinity",Bachelors,Management
7788,18787,"Wood, Mya",Bachelors,Management
7791,18790,"Martin, Julia",High School,Skilled Manual
18849,CS625,Unknown,Unknown,Unknown
18832,CS600,Unknown,Unknown,Unknown
9647,20646,"Chen, Ryan",Graduate Degree,Skilled Manual
9649,20648,"Mitchell, Jordan",Graduate Degree,Professional
9650,20649,"Ramirez, Natalie",Graduate Degree,Professional
9651,20650,"Gray, Bryan",Bachelors,Skilled Manual
9654,20653,"White, Jessica",Bachelors,Skilled Manual
9655,20654,"Murphy, Taylor",Bachelors,Skilled Manual
9656,20655,"Butler, Edward",Bachelors,Skilled Manual
9659,20658,"Campbell, Kaylee",Graduate Degree,Professional
9660,20659,"Baker, Xavier",Graduate Degree,Professional
9661,20660,"Cox, Christina",Graduate Degree,Professional
9662,20661,"Diaz, Taylor",Graduate Degree,Professional
9664,20663,"Stewart, Kaitlyn",Bachelors,Skilled Manual
9665,20664,"Watson, Isaiah",Bachelors,Skilled Manual
9667,20666,"Rai, Lacey",Bachelors,Skilled Manual
9669,20668,"Rothenberg, Eric",Bachelors,Skilled Manual
9672,20671,"Sanchez, Ronald",Graduate Degree,Professional
9674,20673,"Washington, Dylan",Graduate Degree,Professional
9675,20674,"Butler, Samuel",Bachelors,Skilled Manual
9676,20675,"Martin, Natalie",Bachelors,Skilled Manual
9677,20676,"Parker, Carlos",Bachelors,Skilled Manual
9679,20678,"Lin, Martha",Bachelors,Skilled Manual
9682,20681,"Moreno, Walter",Graduate Degree,Professional
9684,20683,"Mitchell, Amanda",Graduate Degree,Professional
9685,20684,"Lee, Olivia",Graduate Degree,Professional
9686,20685,"Powell, Mariah",Bachelors,Professional
9687,20686,"Nelson, Lucas",Bachelors,Professional
9689,20688,"Ramirez, Steven",Bachelors,Skilled Manual
9690,20689,"Green, Connor",Bachelors,Skilled Manual
9691,20690,"Torres, Nathaniel",Bachelors,Skilled Manual
18792,CS470,Unknown,Unknown,Unknown
18821,CS573,Unknown,Unknown,Unknown
17610,28609,"Harris, Jose",High School,Skilled Manual
9658,20657,"Russell, Blake",Bachelors,Skilled Manual
9673,20672,"Ross, Fernando",Graduate Degree,Professional
9688,20687,"Campbell, Rebecca",Bachelors,Professional
729,11728,"White, Logan",Partial College,Skilled Manual
714,11713,"Zhang, Kyle",Partial College,Skilled Manual
9648,20647,"Bailey, Jared",Graduate Degree,Professional
9663,20662,"Perry, Taylor",Bachelors,Skilled Manual
9678,20677,"Bailey, Trinity",Bachelors,Skilled Manual
7781,18780,"Carter, Evan",Partial College,Skilled Manual
17614,28613,"Campbell, James",High School,Skilled Manual
13312,24311,"Patel, Geoffrey",Partial College,Professional
719,11718,"Jones, Sarah",Partial College,Skilled Manual
9653,20652,"Scott, Amanda",Bachelors,Skilled Manual
9668,20667,"Pal, Jodi",Bachelors,Skilled Manual
9683,20682,"Davis, John",Graduate Degree,Professional
7888,18887,"Hernandez, Kari",Partial High School,Clerical
7890,18889,"Murphy, Katelyn",Partial College,Skilled Manual
7891,18890,"Blue, Lauren",Partial College,Skilled Manual
7892,18891,"James, Megan",Partial College,Skilled Manual
7893,18892,"Howard, Chase",Partial College,Skilled Manual
7895,18894,"Allen, Eric",Partial College,Skilled Manual
7906,18905,"Adams, Samuel",Partial College,Skilled Manual
13512,24511,"Hall, Logan",Partial College,Skilled Manual
13513,24512,"Jiménez, Adrienne",Partial College,Skilled Manual
13514,24513,"Deng, Alejandro",Partial College,Skilled Manual
13516,24515,"Jones, Ian",Partial College,Skilled Manual
13517,24516,"Moore, Rachel",High School,Skilled Manual
13518,24517,"Harris, Brandon",Partial College,Skilled Manual
13519,24518,"Allen, Stephanie",Partial College,Skilled Manual
13522,24521,"Wood, Jordyn",Bachelors,Management
13524,24523,"Coleman, Mariah",Bachelors,Management
13525,24524,"Lewis, Megan",Bachelors,Management
13527,24526,"Barnes, Julian",Bachelors,Management
13617,24616,"Cook, Zoe",High School,Professional
13623,24622,"Hall, Blake",Graduate Degree,Management
6003,17002,"Martin, Dylan",Bachelors,Professional
6005,17004,"Torres, Krista",Bachelors,Professional
6006,17005,"Anand, Priscilla",Bachelors,Professional
6007,17006,"Williams, Hunter",Bachelors,Professional
6008,17007,"Hayes, Samuel",Bachelors,Professional
6010,17009,"Butler, Wyatt",Bachelors,Professional
6011,17010,"James, Brianna",Bachelors,Professional
16272,27271,"Reed, Anna",Graduate Degree,Professional
16273,27272,"Chen, Elijah",Graduate Degree,Professional
16275,27274,"Morris, Marcus",Graduate Degree,Professional
16276,27275,"Powell, Aidan",Graduate Degree,Professional
16277,27276,"Alexander, Faith",Graduate Degree,Professional
16278,27277,"Wood, Jeremy",Graduate Degree,Professional
16280,27279,"Brooks, Katelyn",Bachelors,Skilled Manual
7653,18652,"Diaz, Meredith",High School,Clerical
7654,18653,"Madan, Emmanuel",High School,Clerical
7658,18657,"Morgan, Alex",High School,Skilled Manual
7659,18658,"Turner, Dalton",High School,Skilled Manual
7662,18661,"Walker, Daniel",High School,Skilled Manual
7664,18663,"Flores, Jason",High School,Skilled Manual
7665,18664,"Long, Robert",High School,Skilled Manual
7761,18760,"Wood, Morgan",Partial High School,Clerical
7777,18776,"Allen, Connor",Partial College,Skilled Manual
7778,18777,"Clark, Richard",Partial College,Skilled Manual
7780,18779,"Hill, Jose",Partial College,Skilled Manual
7905,18904,"Thomas, Emma",Partial College,Skilled Manual
7912,18911,"McDonald, Elijah",High School,Skilled Manual
7477,18476,"Rogers, Brooke",High School,Skilled Manual
7641,18640,"James, Isaac",Graduate Degree,Skilled Manual
7648,18647,"Huang, Christy",High School,Manual
7649,18648,"Torres, Hailey",High School,Clerical
7650,18649,"Patterson, Jackson",High School,Clerical
7651,18650,"Flores, Kyle",High School,Clerical
7666,18665,"Brooks, Olivia",High School,Skilled Manual
7667,18666,"Henderson, Jordyn",High School,Skilled Manual
7669,18668,"Sanders, Brian",High School,Skilled Manual
7751,18750,"Perry, Alexandra",High School,Skilled Manual
7752,18751,"Schmidt, Kari",High School,Skilled Manual
1205,12204,"Jai, Bradley",Graduate Degree,Management
1206,12205,"Long, Madison",Bachelors,Management
1210,12209,"Jai, Mindy",Bachelors,Management
6125,17124,"Madan, Kaitlin",Bachelors,Skilled Manual
6336,17335,"Gonzales, Miguel",High School,Skilled Manual
6337,17336,"Sanchez, Chase",High School,Skilled Manual
6341,17340,"Hernandez, Joy",High School,Skilled Manual
6342,17341,"Alonso, Andy",High School,Skilled Manual
6666,17665,"Jenkins, Zachary",High School,Clerical
6670,17669,"Rivera, Olivia",High School,Skilled Manual
6671,17670,"Alexander, Gabrielle",High School,Skilled Manual
6672,17671,"Stewart, Emma",High School,Skilled Manual
6673,17672,"Coleman, Thomas",High School,Skilled Manual
6675,17674,"Wang, Kevin",High School,Skilled Manual
6676,17675,"Li, Rosa",High School,Skilled Manual
7059,18058,"Patterson, Riley",High School,Skilled Manual
7314,18313,"Foster, Arianna",High School,Skilled Manual
7316,18315,"Dominguez, Melody",High School,Skilled Manual
7322,18321,"Cook, Sebastian",Partial High School,Clerical
7328,18327,"Sharma, Jon",Partial High School,Clerical
6669,17668,"Peterson, Eduardo",High School,Skilled Manual
6677,17676,"Yang, Eugene",High School,Skilled Manual
7317,18316,"Kumar, Justin",High School,Skilled Manual
6004,17003,"Dominguez, Joanna",Bachelors,Professional
13520,24519,"King, Carlos",Partial College,Skilled Manual
7762,18761,"Wright, Luis",Partial High School,Clerical
7894,18893,"White, Devin",Partial College,Skilled Manual
13523,24522,"Perez, Alex",Bachelors,Management
1209,12208,"Sanchez, Dominique",Bachelors,Management
7657,18656,"Clark, Charles",High School,Skilled Manual
6009,17008,"Turner, Connor",Bachelors,Professional
7668,18667,"Ma, Kelli",High School,Skilled Manual
16274,27273,"Miller, Marcus",Graduate Degree,Professional
7652,18651,"Mitchell, Isaiah",High School,Clerical
7663,18662,"Sharma, Kyle",High School,Skilled Manual
13515,24514,"Phillips, Jesse",Partial College,Skilled Manual
7779,18778,"Washington, Miguel",Partial College,Skilled Manual
7911,18910,"Perez, Marco",Partial College,Skilled Manual
7889,18888,"Powell, Devin",Partial College,Skilled Manual
16279,27278,"Cook, Brian",High School,Skilled Manual
12916,23915,"Serrano, Lawrence",High School,Manual
14692,25691,"Black, Mitchell",Graduate Degree,Clerical
6746,17745,"Suarez, Tanya",Partial College,Manual
6747,17746,"Nath, Cedric",Partial College,Manual
6719,17718,"Jai, Lindsay",Graduate Degree,Clerical
6723,17722,"Serrano, Jerome",Partial College,Manual
6739,17738,"Deng, Nicolas",Partial College,Manual
6742,17741,"Xu, Alvin",Graduate Degree,Clerical
6743,17742,"Romero, Randall",Graduate Degree,Clerical
6121,17120,"Raje, Michele",Graduate Degree,Skilled Manual
6122,17121,"Bryant, Lucas",Graduate Degree,Skilled Manual
6123,17122,"Gonzalez, Gabrielle",Graduate Degree,Skilled Manual
6128,17127,"Gray, Makayla",High School,Professional
6130,17129,"Powell, Gabrielle",High School,Professional
7819,18818,"Torres, Lucas",Bachelors,Management
7821,18820,"Cook, Alexandria",Bachelors,Management
7824,18823,"Xu, Russell",Bachelors,Management
7825,18824,"Collins, Elijah",High School,Professional
7831,18830,"Ortega, Kristine",Bachelors,Management
7832,18831,"Hernandez, Andy",Bachelors,Management
13980,24979,"Adams, Jada",Partial College,Professional
13981,24980,"Phillips, Savannah",Partial College,Professional
13982,24981,"Davis, Jose",Partial College,Professional
13983,24982,"King, Devin",Partial College,Professional
13985,24984,"Moore, William",Partial College,Professional
8161,19160,"Perez, Sara",Bachelors,Professional
8163,19162,"Raji, Peter",Bachelors,Professional
8164,19163,"Bailey, Riley",Bachelors,Professional
8165,19164,"Morgan, Danielle",Bachelors,Professional
8166,19165,"Russell, Miranda",Bachelors,Professional
8168,19167,"Morgan, Caitlin",Graduate Degree,Professional
8169,19168,"Kumar, Nathan",Bachelors,Professional
13986,24985,"Phillips, Jenna",Bachelors,Management
13988,24987,"Chandra, Kristopher",Partial College,Professional
13989,24988,"Diaz, Kayla",Partial College,Professional
13991,24990,"Collins, Timothy",High School,Professional
13992,24991,"Bryant, Luke",Partial High School,Skilled Manual
13993,24992,"Bryant, Faith",Partial High School,Skilled Manual
13994,24993,"Ortega, Marvin",Partial High School,Skilled Manual
13997,24996,"Miller, Dylan",Partial High School,Skilled Manual
13998,24997,"Kumar, Melvin",Partial High School,Skilled Manual
14001,25000,"Turner, Allison",High School,Skilled Manual
14009,25008,"Perry, Haley",Partial College,Skilled Manual
14016,25015,"Rogers, Jacqueline",Partial College,Skilled Manual
1419,12418,"Hernandez, Robert",High School,Manual
1420,12419,"Bell, Destiny",Bachelors,Skilled Manual
1422,12421,"Hughes, Cameron",Bachelors,Skilled Manual
1423,12422,"Evans, Hailey",Bachelors,Skilled Manual
1424,12423,"Thompson, Sarah",Partial High School,Clerical
1426,12425,"White, Brandon",High School,Clerical
1759,12758,"Ramirez, Stephanie",Bachelors,Skilled Manual
1763,12762,"Smith, Jonathan",Bachelors,Skilled Manual
1767,12766,"Bryant, Jordyn",Partial High School,Clerical
1768,12767,"Robinson, Christopher",High School,Clerical
1769,12768,"Chapman, Johnathan",High School,Clerical
742,11741,"Chander, Tamara",Graduate Degree,Professional
744,11743,"Kelly, Chase",Bachelors,Professional
745,11744,"Campbell, Stephanie",Bachelors,Professional
746,11745,"Gonzalez, Allison",Bachelors,Professional
747,11746,"Brooks, Seth",Bachelors,Professional
8125,19124,"Bailey, Cody",Graduate Degree,Professional
8126,19125,"Russell, Cameron",Bachelors,Professional
8127,19126,"Kapoor, Kristopher",Graduate Degree,Professional
8128,19127,"Sanchez, Alexa",Graduate Degree,Professional
8130,19129,"Simmons, Carson",Graduate Degree,Professional
8131,19130,"Baker, Madeline",Graduate Degree,Professional
8132,19131,"Blue, Mason",Bachelors,Professional
8133,19132,"Washington, Benjamin",Bachelors,Skilled Manual
8135,19134,"Allen, Sierra",Bachelors,Skilled Manual
8136,19135,"Brown, Logan",Graduate Degree,Professional
8137,19136,"Cook, Richard",Graduate Degree,Professional
8138,19137,"Russell, Eric",Graduate Degree,Professional
8140,19139,"Simmons, Oscar",Graduate Degree,Professional
8141,19140,"Rogers, Melanie",Graduate Degree,Professional
18833,CS601,Unknown,Unknown,Unknown
18850,CS627,Unknown,Unknown,Unknown
18802,CS516,Unknown,Unknown,Unknown
8134,19133,"Martinez, Logan",Bachelors,Skilled Manual
7820,18819,"Bennett, Miranda",Bachelors,Management
13984,24983,"Griffin, Morgan",Partial College,Professional
8162,19161,"Hughes, Jeremiah",Bachelors,Skilled Manual
8129,19128,"Jackson, Madison",Graduate Degree,Professional
8139,19138,"Coleman, Eric",Graduate Degree,Professional
7826,18825,"Smith, Brandon",Bachelors,Management
8167,19166,"Jenkins, Olivia",Bachelors,Professional
1421,12420,"Hayes, Spencer",Bachelors,Skilled Manual
743,11742,"Lewis, Edward",Bachelors,Professional
7833,18832,"Jackson, Dylan",Bachelors,Management
13979,24978,"Stewart, Kaylee",Partial College,Professional
13990,24989,"Peterson, Arianna",High School,Professional
14015,25014,"Reed, Juan",Partial College,Skilled Manual
1765,12764,"Harris, Alexandra",Partial College,Clerical
748,11747,"Davis, Destiny",Graduate Degree,Professional
6129,17128,"Alexander, Fernando",High School,Professional
13053,24052,"Goel, Priscilla",Bachelors,Clerical
13060,24059,"Navarro, Tabitha",Bachelors,Clerical
13061,24060,"Deng, Bonnie",Bachelors,Clerical
13073,24072,"He, Randy",Bachelors,Skilled Manual
13075,24074,"Alexander, Grace",Partial High School,Manual
13078,24077,"Rai, Tony",High School,Manual
13081,24080,"Serrano, Billy",Partial High School,Manual
19041,CS489,Unknown,Unknown,Unknown
13079,24078,"Martin, Neil",Bachelors,Skilled Manual
8473,19472,"Sara, Heidi",High School,Manual
18822,CS575,Unknown,Unknown,Unknown
8392,19391,"Rana, Sergio",High School,Manual
8416,19415,"Collins, Devin",Bachelors,Clerical
8418,19417,"Foster, Alexis",Bachelors,Clerical
8423,19422,"Gutierrez, Paula",Partial College,Manual
8386,19385,"Lin, Alisha",Partial High School,Manual
8389,19388,"Martin, Alberto",Partial High School,Manual
8430,19429,"Kelly, Jared",Bachelors,Clerical
8433,19432,"Dominguez, Armando",Partial College,Manual
8444,19443,"Raman, Dominic",Partial College,Manual
12966,23965,"Shan, Dustin",Graduate Degree,Manual
1644,12643,"Perez, Kristina",Bachelors,Management
15913,26912,"Rodriguez, Denise",Bachelors,Clerical
15931,26930,"Andersen, Sharon",Graduate Degree,Clerical
15937,26936,"He, Jaclyn",Partial College,Manual
15941,26940,"Tang, Franklin",Graduate Degree,Clerical
17406,28405,"Malhotra, Erick",Bachelors,Skilled Manual
17523,28522,"Ma, Rosa",Graduate Degree,Skilled Manual
19042,CS496,Unknown,Unknown,Unknown
8388,19387,"Rana, Ruth",Partial College,Clerical
15934,26933,"Sanz, Jessie",Partial College,Manual
17522,28521,"Tang, Bradley",Graduate Degree,Clerical
8429,19428,"Turner, Eric",Bachelors,Clerical
412,11411,"Ross, Devin",Partial College,Professional
413,11412,"Bryant, Sydney",Partial College,Professional
419,11418,"Hu, Rafael",Partial College,Professional
12976,23975,"Blanco, Frank",Bachelors,Manual
12980,23979,"Chen, Damien",Partial College,Manual
12983,23982,"Diaz, Adam",Partial College,Manual
13015,24014,"Kovár, Geoffrey",Partial College,Manual
9843,20842,"Moreno, Tyrone",Bachelors,Clerical
9844,20843,"Shan, Jose",Bachelors,Clerical
14769,25768,"Ruiz, Tyrone",High School,Professional
14772,25771,"Rivera, Gabriella",High School,Professional
14774,25773,"Simmons, Jack",High School,Professional
17422,28421,"Gonzalez, Monica",Partial College,Clerical
17424,28423,"Ortega, Victor",Partial College,Clerical
17433,28432,"Carlson, Bruce",High School,Manual
17435,28434,"Lauer, Brian",Partial College,Clerical
17436,28435,"Liu, Edwin",Partial College,Clerical
13018,24017,"Lopez, Rebekah",Partial College,Manual
14773,25772,"Kapoor, Harold",High School,Professional
14770,25769,"Rubio, Gerald",Partial College,Professional
17431,28430,"Suarez, Armando",Partial High School,Manual
17446,28445,"She, Shaun",Partial College,Clerical
416,11415,"She, Randy",Partial College,Professional
10612,21611,"Wilson, Ethan",Graduate Degree,Professional
10616,21615,"Torres, Grace",Bachelors,Skilled Manual
10617,21616,"Wood, Carson",Graduate Degree,Professional
10620,21619,"Patterson, Angela",Graduate Degree,Professional
10624,21623,"Diaz, Connor",Graduate Degree,Professional
10625,21624,"Price, Faith",Graduate Degree,Professional
10626,21625,"Hall, Jennifer",Graduate Degree,Professional
10627,21626,"Garcia, Brianna",Graduate Degree,Professional
10629,21628,"Xu, Kelli",Bachelors,Professional
10631,21630,"Jenkins, Faith",Bachelors,Skilled Manual
10634,21633,"Zhang, Cameron",Bachelors,Skilled Manual
10635,21634,"Cook, Arianna",Bachelors,Skilled Manual
10636,21635,"Lewis, Christian",Bachelors,Skilled Manual
10637,21636,"Rivera, Katherine",Bachelors,Skilled Manual
10639,21638,"Harris, Olivia",Bachelors,Professional
10640,21639,"Wilson, Anthony",Bachelors,Skilled Manual
10641,21640,"Cooper, Charles",Bachelors,Skilled Manual
10642,21641,"Perez, Kaylee",Bachelors,Skilled Manual
10644,21643,"Diaz, Wyatt",Bachelors,Skilled Manual
10645,21644,"Howard, Sydney",Bachelors,Skilled Manual
10646,21645,"Alexander, Spencer",Bachelors,Skilled Manual
10647,21646,"Bryant, Luis",Bachelors,Professional
10649,21648,"Sun, Ronnie",Bachelors,Professional
10650,21649,"Nara, Keith",Bachelors,Professional
10651,21650,"Zeng, Cedric",Bachelors,Professional
10652,21651,"Cooper, Sean",Bachelors,Professional
10654,21653,"Anderson, Jose",Bachelors,Professional
10655,21654,"Barnes, Aidan",Bachelors,Professional
2030,13029,"Foster, Jennifer",Partial College,Skilled Manual
2056,13055,"Gray, Patrick",High School,Skilled Manual
2057,13056,"Blue, Morgan",High School,Skilled Manual
2058,13057,"Powell, Destiny",High School,Skilled Manual
2059,13058,"Huang, Ramon",High School,Skilled Manual
2061,13060,"Zhu, Eugene",High School,Skilled Manual
15102,26101,"Smith, Phillip",Graduate Degree,Management
15103,26102,"Wood, Ana",High School,Professional
15104,26103,"Yang, Jack",High School,Professional
15105,26104,"Edwards, Timothy",Partial College,Professional
15110,26109,"Rodriguez, Dalton",Partial High School,Skilled Manual
15111,26110,"Alexander, James",High School,Professional
15112,26111,"Coleman, Sarah",High School,Professional
512,11511,"Perry, Caleb",Bachelors,Skilled Manual
515,11514,"Diaz, Dalton",High School,Clerical
517,11516,"Gonzales, Mya",High School,Clerical
936,11935,"Taylor, Jessica",Partial College,Skilled Manual
41,11040,"Murphy, Jesse",Partial College,Skilled Manual
131,11130,"Russell, Caroline",High School,Skilled Manual
134,11133,"Griffin, Angela",Partial High School,Clerical
136,11135,"Harris, Marcus",Partial High School,Clerical
141,11140,"Alvarez, Javier",Partial High School,Clerical
510,11509,"Harui, Roger",Bachelors,Skilled Manual
15113,26112,"Perry, Luke",Graduate Degree,Management
2060,13059,"Deng, Keith",High School,Skilled Manual
10618,21617,"Miller, Jennifer",Graduate Degree,Professional
10633,21632,"Liang, Jaclyn",Bachelors,Skilled Manual
10648,21647,"Brown, Blake",Bachelors,Professional
10638,21637,"Lewis, Richard",Bachelors,Professional
516,11515,"Huang, Shannon",High School,Clerical
10613,21612,"Foster, Spencer",Bachelors,Professional
10628,21627,"Roberts, Bailey",Graduate Degree,Professional
2040,13039,"Ma, Trisha",Partial College,Skilled Manual
1299,12298,"Zeng, Crystal",Partial College,Professional
8683,19682,"Kumar, Eric",Bachelors,Skilled Manual
8685,19684,"Lee, Alexandra",Partial College,Professional
8689,19688,"Baker, Timothy",Partial College,Professional
8690,19689,"Gonzales, Elizabeth",Partial College,Professional
8692,19691,"Cox, Gabriella",Partial College,Professional
8695,19694,"Perez, Stephanie",Partial College,Professional
8696,19695,"Gonzalez, Angel",Partial College,Professional
16001,27000,"Dominguez, Brandi",Partial High School,Manual
16002,27001,"Kapoor, Carla",Partial High School,Manual
16004,27003,"Jai, Roger",Partial High School,Manual
16005,27004,"Moreno, Philip",High School,Manual
16120,27119,"Gonzalez, Mayra",Bachelors,Clerical
9904,20903,"Diaz, Robyn",Bachelors,Skilled Manual
9909,20908,"Foster, Wyatt",Partial High School,Manual
9915,20914,"Zeng, Gilbert",Partial College,Clerical
2771,13770,"Moreno, Gerald",Graduate Degree,Clerical
2772,13771,"Moreno, Victor",Graduate Degree,Clerical
2783,13782,"Lu, Kelli",Bachelors,Clerical
18851,CS631,Unknown,Unknown,Unknown
3873,14872,"Clark, Fernando",Graduate Degree,Skilled Manual
3881,14880,"Ross, Jessica",Bachelors,Skilled Manual
3883,14882,"Nara, Kathryn",Bachelors,Skilled Manual
3884,14883,"Barnes, Gabrielle",Bachelors,Skilled Manual
3885,14884,"Torres, Kristi",Bachelors,Skilled Manual
10524,21523,"Green, Timothy",Bachelors,Management
10817,21816,"Roberts, Jackson",Bachelors,Management
10822,21821,"Tang, Clayton",High School,Professional
10824,21823,"She, Lacey",High School,Professional
10826,21825,"Zhou, Randy",Partial College,Professional
10827,21826,"Russell, Abigail",Partial High School,Professional
10829,21828,"Gonzales, Megan",Partial College,Professional
10836,21835,"Sun, Susan",Bachelors,Management
10837,21836,"Raman, Kristi",Bachelors,Management
10847,21846,"Patterson, Kevin",Partial College,Professional
11798,22797,"She, Leonard",Partial College,Professional
11803,22802,"Van, Ann",Partial High School,Professional
11804,22803,"Shan, Marshall",Partial College,Professional
18823,CS578,Unknown,Unknown,Unknown
18804,CS522,Unknown,Unknown,Unknown
18835,CS603,Unknown,Unknown,Unknown
2804,13803,"Zheng, Krystal",Graduate Degree,Skilled Manual
10529,21528,"Moreno, Jay",Partial College,Professional
10844,21843,"He, Erica",Bachelors,Management
11802,22801,"Raje, Alicia",Partial College,Professional
3882,14881,"Griffin, Eric",Bachelors,Skilled Manual
1298,12297,"Blanco, Felicia",Partial College,Professional
9914,20913,"Liu, Wesley",Partial College,Clerical
10533,21532,"Turner, Sierra",Bachelors,Management
10828,21827,"Gutierrez, Mallory",Partial College,Professional
16121,27120,"Kumar, Clarence",Bachelors,Clerical
3874,14873,"Long, Fernando",Graduate Degree,Skilled Manual
8684,19683,"Parker, Marcus",Graduate Degree,Skilled Manual
13121,24120,"Allen, Kaitlyn",Partial College,Clerical
13122,24121,"Liu, Valerie",Partial College,Clerical
11711,22710,"Zhao, Trisha",Partial High School,Manual
11712,22711,"Hernandez, Isaiah",Partial College,Clerical
11868,22867,"Ruiz, Max",Partial High School,Manual
12219,23218,"Gao, Alisha",High School,Manual
1385,12384,"Gutierrez, Jacquelyn",Bachelors,Skilled Manual
1398,12397,"Chapman, Shaun",Partial College,Clerical
1400,12399,"Chapman, Henry",Partial College,Clerical
1402,12401,"Rivera, Kimberly",Partial College,Clerical
2683,13682,"Lopez, Fernando",High School,Manual
2684,13683,"Torres, Sheila",High School,Manual
2685,13684,"Dominguez, Francis",Partial High School,Manual
2768,13767,"Jimenez, Linda",Bachelors,Clerical
2775,13774,"Guo, Steve",Partial High School,Manual
2776,13775,"Subram, Patricia",Partial High School,Manual
2779,13778,"Huang, Roger",Bachelors,Clerical
2787,13786,"Chavez, Jon",Bachelors,Clerical
2788,13787,"Cai, Glenn",Bachelors,Clerical
2790,13789,"Shan, Julie",Partial High School,Manual
2797,13796,"Zheng, Martha",Partial High School,Manual
2798,13797,"Gao, Franklin",High School,Manual
2808,13807,"Rana, Frederick",Partial College,Clerical
2809,13808,"Perez, Richard",Partial College,Clerical
2825,13824,"Wood, Destiny",Partial College,Clerical
2827,13826,"He, Candice",Partial College,Clerical
2829,13828,"Travers, Jessie",Partial College,Clerical
2830,13829,"Carlson, Randall",Partial College,Clerical
11707,22706,"Ruth, Andy",Partial College,Clerical
11675,22674,"Prasad, Troy",Partial College,Clerical
11678,22677,"Carlson, Reginald",Partial College,Clerical
11686,22685,"Ma, Barbara",Partial College,Clerical
11689,22688,"Perez, Seth",Partial College,Clerical
1391,12390,"Martinez, Denise",Partial College,Clerical
1401,12400,"Martin, Andy",Partial College,Clerical
13109,24108,"Lal, Tonya",High School,Manual
13118,24117,"Gill, Shannon",Partial College,Clerical
11708,22707,"Russell, Haley",Partial College,Clerical
11867,22866,"Thompson, William",Partial College,Clerical
2791,13790,"Deng, Nina",High School,Manual
2796,13795,"Raje, Carl",High School,Manual
2828,13827,"Harris, Nathan",Partial College,Clerical
15638,26637,"Robinson, Thomas",Bachelors,Professional
15639,26638,"Flores, Olivia",Graduate Degree,Professional
15640,26639,"Diaz, Riley",Graduate Degree,Professional
15643,26642,"Evans, Gabrielle",Partial College,Skilled Manual
15645,26644,"Hernandez, Jenna",Bachelors,Professional
5505,16504,"Russell, Justin",High School,Skilled Manual
5506,16505,"Gray, Erin",High School,Skilled Manual
5669,16668,"Malhotra, Levi",High School,Professional
5715,16714,"Nicholls, Dalton",High School,Skilled Manual
